"Group","Acetanaerobacterium","Acetitomaculum","Acetivibrio","Achromobacter","Acidaminococcaceae_unclassified","Acidaminococcus","Actinobacteria_unclassified","Actinomyces","Actinomycetaceae_unclassified","Actinomycetales_unclassified","Afipia","Akkermansia","Alcaligenaceae_unclassified","Alistipes","Alkalibaculum","Allisonella","Allobaculum","Alloprevotella","Alphaproteobacteria_unclassified","Anaerobacter","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroplasma","Anaerosalibacter","Anaerostipes","Anaerotruncus","Anaerovorax","Arcobacter","Asaccharobacter","Asteroleplasma","Atopobium","Azomonas","Bacilli_unclassified","Bacteria_unclassified","Bacteroidales_unclassified","Bacteroides","Bacteroidetes_unclassified","Barnesiella","Bdellovibrionales_unclassified","Betaproteobacteria_unclassified","Bifidobacteriaceae_unclassified","Bifidobacterium","Bilophila","Blautia","Brachybacterium","Brachyspira","Bradyrhizobiaceae_unclassified","Brevundimonas","Burkholderiales_unclassified","Butyricicoccus","Butyricimonas","Campylobacter","Campylobacterales_unclassified","Candidatus_Saccharibacteria_unclassified","Catenibacterium","Cellulosibacter","Cellulosilyticum","Cetobacterium","Chloroflexus","Cloacibacillus","Cloacibacterium","Clostridia_unclassified","Clostridiaceae_1_unclassified","Clostridiales_Incertae_Sedis_XI_unclassified","Clostridiales_Incertae_Sedis_XIII_unclassified","Clostridiales_unclassified","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XIX","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Coprobacillus","Coprococcus","Coriobacteriaceae_unclassified","Corynebacterium","Cryomorphaceae_unclassified","Deltaproteobacteria_unclassified","Dermabacter","Dermabacteraceae_unclassified","Desulfovibrio","Desulfovibrionaceae_unclassified","Desulfovibrionales_unclassified","Dialister","Dorea","Dysgonomonas","Eggerthella","Elusimicrobium","Enterobacteriaceae_unclassified","Enterococcaceae_unclassified","Enterococcus","Enterorhabdus","Erysipelotrichaceae_unclassified","Escherichia/Shigella","Ethanoligenens","Eubacteriaceae_unclassified","Eubacterium","Faecalibacterium","Finegoldia","Firmicutes_unclassified","Flavobacteriaceae_unclassified","Flavobacteriales_unclassified","Flavonifractor","Fusobacteriaceae_unclassified","Fusobacteriales_unclassified","Fusobacterium","Gammaproteobacteria_unclassified","Garciella","Gemmiger","Gordonibacter","Gracilibacteraceae_unclassified","Granulicatella","Haemophilus","Hallella","Hespellia","Holdemania","Howardella","Hydrogenoanaerobacterium","Kerstersia","Klebsiella","Kluyvera","Lachnoanaerobaculum","Lachnospira","Lachnospiraceae_unclassified","Lactobacillaceae_unclassified","Lactobacillales_unclassified","Lactobacillus","Lactococcus","Lactonifactor","Lentisphaerae_unclassified","Lentisphaeria_unclassified","Leptotrichia","Lutispora","Marvinbryantia","Megamonas","Megasphaera","Mesorhizobium","Mitsuokella","Mogibacterium","Mollicutes_unclassified","Moryella","Nitrobacter","Novosphingobium","Odoribacter","Olsenella","Opitutae_unclassified","Oribacterium","Ornithinimicrobium","Oscillibacter","Oxalobacter","Paludibacter","Pannonibacter","Parabacteroides","Paracoccus","Paraprevotella","Parasporobacterium","Parasutterella","Parcubacteria_unclassified","Parvimonas","Pasteurellaceae_unclassified","Peptococcaceae_1_unclassified","Peptococcus","Peptoniphilus","Peptostreptococcaceae_unclassified","Peptostreptococcus","Phascolarctobacterium","Porphyromonadaceae_unclassified","Porphyromonas","Prevotella","Prevotellaceae_unclassified","Propionibacterium","Proteobacteria_unclassified","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonadaceae_unclassified","Pseudoramibacter","Pyramidobacter","Raoultella","Rhodobacteraceae_unclassified","Rhodospirillaceae_unclassified","Rhodospirillales_unclassified","Rickettsiaceae_unclassified","Rikenella","Rikenellaceae_unclassified","Robinsoniella","Roseburia","Roseomonas","Rothia","Ruminococcaceae_unclassified","Ruminococcus","Ruminococcus2","Saccharofermentans","Sarcina","Schwartzia","Sedimentibacter","Sediminibacterium","Selenomonadales_unclassified","Slackia","Sneathia","Sphingobacterium","Sphingomonas","Sporacetigenium","Sporobacter","Streptococcaceae_unclassified","Streptococcus","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Succinivibrionaceae_unclassified","Sutterella","Synergistaceae_unclassified","Syntrophococcus","Tannerella","Tissierella","Treponema","Turicibacter","Vampirovibrio","Veillonella","Veillonellaceae_unclassified","Victivallis","Xylanibacter"
"CRC023",0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,26,8389,1,1,0,0,0,0,0,363,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,5,3,1,4,17,20,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246,0,0,0,0,10,16,0,85,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,12,0,0,0,851,0,0,0,0,0,0,0,0,0,0,2,0,0,28,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,37,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CRC024",0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,138,0,3,0,0,2,0,0,0,20,9,2565,0,199,0,0,0,0,0,345,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,165,6,0,1,0,9,14,6,0,0,97,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,472,0,46,0,0,6,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,2,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,153,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,256,61,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC025",1,0,1,0,0,1,0,0,0,0,0,0,0,45,0,0,0,0,23,0,0,0,0,0,0,14,1,1,0,0,0,0,0,0,37,1,1244,0,117,0,0,0,0,0,68,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,5,5,0,0,139,7,5,22,0,12,4,1,3,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,238,0,28,0,0,4,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,41,0,0,0,169,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,153,42,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC026",0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,49,0,5,0,0,0,0,0,0,0,5,1485,1,0,0,0,0,0,0,188,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,79,48,0,1,0,16,6,24,0,0,59,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,25,0,0,0,0,57,0,15,0,0,14,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,11,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,42,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,160,0,0,311,138,199,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC027",3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,7,0,0,0,0,1,0,0,26,4,4,0,0,0,0,0,0,16,2,1456,3,0,0,0,0,0,0,126,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,8,10,0,0,59,57,19,13,0,26,3,29,2,2,21,1,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,2,0,0,0,0,25,0,117,0,0,11,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,242,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,538,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,480,67,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC028",0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,2,0,0,0,0,21,0,1,0,0,0,0,0,0,0,10,2997,1,0,0,0,0,0,0,376,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,4,0,2,0,11,8,0,0,0,15,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,309,0,2,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,78,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,107,20,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC029",1,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,11,0,241,20,25,0,0,0,0,0,102,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,407,89,4,0,0,4,2,1,0,0,39,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,217,0,9,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,132,0,0,0,137,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,293,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,178,52,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC030",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,6,3,0,0,0,0,0,0,15,0,11,0,0,0,0,0,0,0,602,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,105,76,0,13,0,193,20,16,0,0,7,0,0,0,0,0,0,0,0,0,0,94,4,16,0,1,0,0,0,140,0,0,0,0,0,0,67,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,898,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,5,0,0,552,940,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC031",0,0,1,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,34,8154,0,0,0,0,0,0,0,391,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,4,0,0,72,51,6,2,1,2,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,1,0,0,0,0,507,0,0,0,0,46,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,78,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC032",0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,61,0,0,0,0,0,0,132,0,2,0,1,0,0,0,0,43,16,3991,93,61,0,0,0,0,0,416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,32,0,0,0,23,9,0,0,0,22,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,0,4,0,0,0,0,670,0,15,0,0,13,0,0,0,0,0,78,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,247,102,108,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC033",0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,36,0,0,0,0,0,0,123,0,3,0,0,0,0,0,0,32,23,9471,0,25,0,0,0,0,0,811,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,160,39,9,5,0,23,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,61,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,26,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,0,31,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC034",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,27,3,387,0,1,0,0,0,0,0,123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,4,4,0,1,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,69,0,9,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,3,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,54,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,61,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC035",0,0,2,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,2,0,0,0,89,2,0,0,0,0,0,0,0,23,3,2148,0,105,0,0,0,0,0,435,0,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,213,14,14,1,0,14,7,6,0,0,21,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,412,0,67,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,123,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,245,0,0,273,150,29,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC036",0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,25,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,29,5,1032,0,102,0,0,0,0,0,101,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,92,32,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,147,0,19,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,63,0,0,0,92,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,62,18,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC037",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,67,0,0,0,0,0,0,0,0,0,4,2552,0,0,0,0,0,0,0,125,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,41,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC038",0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,2,10,2485,0,94,0,0,0,0,0,241,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,19,37,1,0,0,15,7,2,0,0,56,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,336,0,8,0,0,6,0,0,0,0,0,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,83,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,205,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC039",0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,1,10,1958,0,69,0,0,0,0,0,299,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,15,5,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,7,0,0,0,0,160,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,163,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC040",0,0,1,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,9,9,1873,0,12,0,0,0,0,0,126,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,16,13,10,0,0,1,3,0,0,0,57,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,205,0,15,0,0,3,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,13,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,42,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,100,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC041",1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,34,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,29,164,5,9,0,0,0,0,0,37,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,3,0,0,0,129,56,2,0,0,1,0,0,2,0,18,1,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,92,0,32,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,40,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,343,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,140,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
"CRC042",0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,10,1052,0,0,0,0,0,0,0,251,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,11,10,0,1,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,71,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,36,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,7,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC043",0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,3,1914,0,0,0,0,0,0,0,391,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,0,1,0,150,20,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,174,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,0,0,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC044",0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,65,1,0,0,0,0,0,0,0,7,7,2935,0,51,0,0,0,0,0,267,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,23,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,23,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,61,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC045",0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,32,1,2,0,0,0,0,0,0,16,10,1161,0,188,0,0,0,0,0,116,0,0,0,0,1,4,9,0,0,0,0,0,0,0,0,0,0,15,12,0,0,532,23,15,0,0,7,9,2,1,0,320,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,506,0,67,0,0,19,0,0,0,0,0,138,0,0,0,0,0,0,2,0,0,0,0,0,0,41,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,183,0,0,0,87,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,344,27,115,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC046",0,0,1,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,1,0,0,0,36,1,1,0,0,0,0,0,0,8,8,3166,1,0,0,0,0,0,0,161,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,162,190,7,4,0,12,13,5,0,0,77,1,0,0,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,352,0,72,0,0,11,0,0,0,0,0,123,0,0,0,0,0,0,1,0,0,0,0,0,0,8,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,105,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,119,0,0,284,124,56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC048",2,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,6,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,32,3,1324,1,11,0,0,0,1,0,154,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,63,40,0,0,0,6,2,5,1,0,6,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,294,0,14,0,0,5,0,0,0,0,0,30,0,0,0,0,0,0,0,2,0,0,0,0,0,10,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,61,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,127,67,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
