"Group","Acetanaerobacterium","Acetitomaculum","Acetivibrio","Achromobacter","Acidaminococcaceae_unclassified","Acidaminococcus","Actinobacteria_unclassified","Actinomyces","Actinomycetaceae_unclassified","Actinomycetales_unclassified","Afipia","Akkermansia","Alcaligenaceae_unclassified","Alistipes","Alkalibaculum","Allisonella","Allobaculum","Alloprevotella","Alphaproteobacteria_unclassified","Anaerobacter","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroplasma","Anaerosalibacter","Anaerostipes","Anaerotruncus","Anaerovorax","Arcobacter","Asaccharobacter","Asteroleplasma","Atopobium","Azomonas","Bacilli_unclassified","Bacteria_unclassified","Bacteroidales_unclassified","Bacteroides","Bacteroidetes_unclassified","Barnesiella","Bdellovibrionales_unclassified","Betaproteobacteria_unclassified","Bifidobacteriaceae_unclassified","Bifidobacterium","Bilophila","Blautia","Brachybacterium","Brachyspira","Bradyrhizobiaceae_unclassified","Brevundimonas","Burkholderiales_unclassified","Butyricicoccus","Butyricimonas","Campylobacter","Campylobacterales_unclassified","Candidatus_Saccharibacteria_unclassified","Catenibacterium","Cellulosibacter","Cellulosilyticum","Cetobacterium","Chloroflexus","Cloacibacillus","Cloacibacterium","Clostridia_unclassified","Clostridiaceae_1_unclassified","Clostridiales_Incertae_Sedis_XI_unclassified","Clostridiales_Incertae_Sedis_XIII_unclassified","Clostridiales_unclassified","Clostridium_IV","Clostridium_sensu_stricto","Clostridium_XI","Clostridium_XIX","Clostridium_XlVa","Clostridium_XlVb","Clostridium_XVIII","Collinsella","Coprobacillus","Coprococcus","Coriobacteriaceae_unclassified","Corynebacterium","Cryomorphaceae_unclassified","Deltaproteobacteria_unclassified","Dermabacter","Dermabacteraceae_unclassified","Desulfovibrio","Desulfovibrionaceae_unclassified","Desulfovibrionales_unclassified","Dialister","Dorea","Dysgonomonas","Eggerthella","Elusimicrobium","Enterobacteriaceae_unclassified","Enterococcaceae_unclassified","Enterococcus","Enterorhabdus","Erysipelotrichaceae_unclassified","Escherichia/Shigella","Ethanoligenens","Eubacteriaceae_unclassified","Eubacterium","Faecalibacterium","Finegoldia","Firmicutes_unclassified","Flavobacteriaceae_unclassified","Flavobacteriales_unclassified","Flavonifractor","Fusobacteriaceae_unclassified","Fusobacteriales_unclassified","Fusobacterium","Gammaproteobacteria_unclassified","Garciella","Gemmiger","Gordonibacter","Gracilibacteraceae_unclassified","Granulicatella","Haemophilus","Hallella","Hespellia","Holdemania","Howardella","Hydrogenoanaerobacterium","Kerstersia","Klebsiella","Kluyvera","Lachnoanaerobaculum","Lachnospira","Lachnospiraceae_unclassified","Lactobacillaceae_unclassified","Lactobacillales_unclassified","Lactobacillus","Lactococcus","Lactonifactor","Lentisphaerae_unclassified","Lentisphaeria_unclassified","Leptotrichia","Lutispora","Marvinbryantia","Megamonas","Megasphaera","Mesorhizobium","Mitsuokella","Mogibacterium","Mollicutes_unclassified","Moryella","Nitrobacter","Novosphingobium","Odoribacter","Olsenella","Opitutae_unclassified","Oribacterium","Ornithinimicrobium","Oscillibacter","Oxalobacter","Paludibacter","Pannonibacter","Parabacteroides","Paracoccus","Paraprevotella","Parasporobacterium","Parasutterella","Parcubacteria_unclassified","Parvimonas","Pasteurellaceae_unclassified","Peptococcaceae_1_unclassified","Peptococcus","Peptoniphilus","Peptostreptococcaceae_unclassified","Peptostreptococcus","Phascolarctobacterium","Porphyromonadaceae_unclassified","Porphyromonas","Prevotella","Prevotellaceae_unclassified","Propionibacterium","Proteobacteria_unclassified","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonadaceae_unclassified","Pseudoramibacter","Pyramidobacter","Raoultella","Rhodobacteraceae_unclassified","Rhodospirillaceae_unclassified","Rhodospirillales_unclassified","Rickettsiaceae_unclassified","Rikenella","Rikenellaceae_unclassified","Robinsoniella","Roseburia","Roseomonas","Rothia","Ruminococcaceae_unclassified","Ruminococcus","Ruminococcus2","Saccharofermentans","Sarcina","Schwartzia","Sedimentibacter","Sediminibacterium","Selenomonadales_unclassified","Slackia","Sneathia","Sphingobacterium","Sphingomonas","Sporacetigenium","Sporobacter","Streptococcaceae_unclassified","Streptococcus","Subdoligranulum","Succinatimonas","Succiniclasticum","Succinivibrio","Succinivibrionaceae_unclassified","Sutterella","Synergistaceae_unclassified","Syntrophococcus","Tannerella","Tissierella","Treponema","Turicibacter","Vampirovibrio","Veillonella","Veillonellaceae_unclassified","Victivallis","Xylanibacter"
"CRC478",0,0,1,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,19,1123,0,0,0,2,0,0,0,73,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,1,0,0,17,2,0,0,0,4,3,2,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,171,0,11,0,0,4,0,0,0,0,0,29,0,0,0,0,0,0,1,1,0,0,0,0,0,17,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,41,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC480",1,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,16,23,1381,2,0,0,2,0,0,0,109,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,110,285,0,9,0,7,1,6,1,0,5,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,8,0,0,0,0,357,0,43,0,0,7,0,0,0,0,0,48,1,0,0,0,0,0,2,0,0,0,0,0,0,3,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,78,0,0,0,192,0,91,0,0,0,0,0,0,0,0,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,154,15,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CRC481",0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,15,0,0,1,0,0,0,13,1,2,0,0,0,0,0,0,63,19,823,0,254,0,0,0,0,0,83,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,220,14,0,2,0,3,0,0,5,0,22,1,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,314,0,88,0,0,6,0,0,0,0,0,84,1,0,0,0,0,0,1,0,0,0,0,0,0,3,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,156,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,112,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC482",0,0,0,0,0,2,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,4,22,1062,0,21,0,0,0,0,0,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,40,12,4,3,0,5,2,1,3,0,8,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,205,0,5,0,0,12,0,0,0,0,0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,1,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,30,0,0,0,83,0,105,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,124,0,0,121,34,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC483",0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,36,1742,3,71,0,0,0,0,0,176,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,0,0,0,23,3,2,0,2,4,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,18,0,0,0,0,152,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,47,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"CRC484",1,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,3,10,699,0,0,0,0,0,0,0,89,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,59,36,0,0,0,10,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,1,0,0,0,0,122,0,27,0,0,5,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,11,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,162,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0,0,149,61,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC485",0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,1,0,0,0,0,14,53,1372,3,1,0,1,0,0,0,137,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,12,0,1,0,39,5,0,11,2,9,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,29,0,3,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,267,0,81,0,0,0,0,1,0,0,0,1,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,13,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC488",0,0,0,0,0,0,0,0,0,0,0,4,0,379,0,0,0,0,2,0,0,0,0,0,0,19,0,2,0,1,0,0,0,0,29,22,461,2,10,0,0,0,0,0,144,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,11,0,3,0,39,10,1,2,0,15,2,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,0,0,0,96,0,8,0,0,6,0,0,0,0,0,111,1,0,0,0,0,0,4,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,63,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,2,1,66,0,0,88,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CRC489",1,0,0,0,1,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,5,5,395,0,8,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,59,37,0,3,0,3,1,0,15,0,29,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,229,0,25,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,142,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC490",0,0,0,0,0,0,0,0,0,0,0,3,0,53,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,20,22,506,0,80,0,0,0,0,1,59,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,60,12,0,1,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,109,0,10,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,17,0,0,0,21,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,48,39,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC491",9,0,3,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,1,0,0,0,52,21,3,0,5,0,0,0,0,56,88,3148,2,345,0,10,0,0,0,264,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,235,17,0,0,0,118,38,2,0,1,20,3,0,0,0,0,0,0,0,0,2,3,0,7,0,0,0,0,0,20,0,0,0,0,143,0,18,0,0,89,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,40,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,0,0,457,1,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC492",0,0,0,0,0,0,0,0,0,0,0,1,0,231,0,0,0,1,0,0,0,2,0,0,0,48,2,2,0,0,0,0,0,0,7,13,1314,1,93,0,0,0,0,0,108,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,23,5,2,0,7,9,2,6,1,15,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,5,0,0,0,1,439,0,14,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,9,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,101,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,178,61,71,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC493",1,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,163,14,0,0,0,0,29,0,85,0,4,0,0,0,0,0,0,30,27,327,30,86,0,0,0,0,0,100,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150,79,0,2,0,6,3,1,9,2,40,6,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,9,0,0,0,0,421,0,63,0,0,7,0,0,0,0,0,26,0,0,0,0,1,0,2,2,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,116,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1084,74,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,199,40,34,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC494",0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,58,1,0,0,1,0,0,0,0,4,40,2076,2,115,0,0,0,0,0,162,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,8,0,9,4,1,13,1,18,1,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,1,0,0,0,0,342,0,8,0,0,13,0,0,0,0,0,74,1,0,0,0,0,0,1,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,53,0,0,0,96,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151,0,0,42,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"CRC495",0,0,1,1,0,0,0,0,0,0,0,0,1,155,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,12,15,1424,1,1,0,0,0,0,0,137,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,2,0,27,11,2,42,0,27,0,0,0,0,0,0,0,0,0,1,32,0,3,0,0,0,0,0,0,0,0,2,0,209,0,2,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,38,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC496",0,0,0,0,0,1,0,0,0,0,0,0,0,109,0,0,0,42,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,35,6,112,12,2,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,2,0,3,1,0,0,105,20,0,1,0,4,2,0,5,0,26,4,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,1,0,0,144,0,31,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,51,1,0,0,11,0,5,0,0,0,0,0,0,0,0,1,0,0,13,0,201,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,0,0,91,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
"CRC497",0,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,59,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,10,112,2,4,0,0,0,0,0,15,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,2,7,0,0,67,46,13,17,0,8,0,0,4,0,81,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,101,0,34,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,12,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,35,0,0,0,25,0,7,0,0,0,0,0,0,0,0,2,0,2,0,0,558,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,99,33,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0
"CRC498",0,0,0,1,0,0,0,0,0,0,0,1,0,40,0,0,0,0,5,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,32,20,1613,3,0,0,0,0,0,0,93,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,69,42,1,4,0,3,8,0,7,0,6,2,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,6,0,0,0,0,344,0,5,0,0,7,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,12,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,105,0,0,0,4,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,437,0,0,92,38,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC499",1,0,2,0,0,0,1,0,0,0,0,0,0,174,0,0,0,0,0,0,0,1,0,0,0,14,1,6,0,0,0,0,0,0,32,26,1330,3,83,0,0,0,0,0,108,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,9,0,12,0,0,0,103,57,1,2,0,12,3,0,23,0,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,0,236,0,80,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,3,0,0,0,0,0,5,363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,149,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,174,120,66,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC500",1,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,0,0,0,0,0,0,16,1,4,0,0,0,0,0,0,26,24,501,11,33,0,0,0,0,0,120,0,0,0,0,0,11,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,139,25,1,1,0,2,3,0,15,0,104,4,0,0,7,0,0,0,0,0,1,17,0,0,0,0,0,0,0,8,0,0,0,0,335,0,59,0,0,4,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,91,0,0,0,80,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,75,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,103,0,0,213,137,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"CRC501",0,0,0,0,0,0,1,0,0,0,0,1,0,89,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,21,781,0,51,0,0,0,0,1,41,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,34,6,0,10,0,8,1,2,8,0,7,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,121,0,29,0,0,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,29,0,0,0,64,0,58,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,96,49,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CRC502",0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,27,1015,3,0,0,0,0,0,0,116,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,31,0,0,42,14,61,13,0,1,0,4,1,0,7,0,0,0,0,0,0,0,0,0,2,8,0,4,0,0,0,0,0,8,0,0,0,0,514,0,3,0,0,3,0,0,0,0,0,75,0,0,0,0,0,0,1,2,0,0,0,0,0,7,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,57,0,0,0,366,0,0,0,1,0,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,201,52,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC503",4,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,72,1,4,0,0,0,0,0,0,21,34,816,0,142,0,0,0,0,0,317,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,1,0,0,24,0,0,51,31,44,30,9,21,16,6,24,0,58,8,0,0,0,0,0,0,0,0,2,50,0,0,0,0,0,0,0,4,0,0,0,0,650,0,24,0,0,33,9,0,44,0,0,159,0,0,0,0,0,0,1,13,1,0,0,0,0,2,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,259,0,0,0,376,0,0,0,2,0,0,2,0,0,0,6,0,0,4,0,1676,62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,281,0,0,354,46,178,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"CRC504",1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,7,734,0,0,0,0,0,0,0,39,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,5,0,0,7,0,12,1,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,3,0,0,0,0,123,0,4,0,0,3,0,0,0,0,0,23,0,0,0,0,0,0,2,0,0,0,0,0,0,1,185,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,42,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,84,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CRC505",0,0,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,137,5,0,0,5,0,0,0,0,16,40,925,1,0,0,0,0,0,0,248,0,0,0,0,0,8,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,35,0,19,0,76,12,0,0,1,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,552,0,5,0,0,49,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,20,0,0,0,435,0,118,0,0,0,0,0,0,0,0,4,0,0,5,0,989,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,0,0,99,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
